key,service,resource_name,asset_class,identity_rule,parent_params,required_args,collect,reason
glue.integration_resource_property,glue,IntegrationResourceProperty,asset,own_id,,,yes,standalone resource with its own identifier
glue.job,glue,Job,asset,own_id,,,yes,standalone resource with its own identifier
glue.ml_transform,glue,MLTransform,asset,own_id,,,yes,standalone resource with its own identifier
glue.registry,glue,Registry,asset,own_id,,,yes,standalone resource with its own identifier
glue.schema,glue,Schema,asset,own_id,,,yes,standalone resource with its own identifier
glue.security_configuration,glue,SecurityConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
glue.trigger,glue,Trigger,asset,own_id,,,yes,standalone resource with its own identifier
glue.workflow,glue,Workflow,asset,own_id,,,yes,standalone resource with its own identifier
grafana.workspace,grafana,Workspace,asset,own_id,,,yes,standalone resource with its own identifier
grafana.workspace_service_account,grafana,workspace_service_account,asset,own_id,,,yes,standalone resource with its own identifier
grafana.workspace_service_account_token,grafana,workspace_service_account_token,asset,own_id,,,yes,standalone resource with its own identifier
greengrass.bulk_deployment,greengrass,bulk_deployment,asset,own_id,,,yes,standalone resource with its own identifier
greengrass.connector_definition,greengrass,ConnectorDefinition,asset,own_id,,,yes,standalone resource with its own identifier
greengrass.core_definition,greengrass,CoreDefinition,asset,own_id,,,yes,standalone resource with its own identifier
greengrass.device_definition,greengrass,DeviceDefinition,asset,own_id,,,yes,standalone resource with its own identifier
greengrass.function_definition,greengrass,FunctionDefinition,asset,own_id,,,yes,standalone resource with its own identifier
greengrass.group,greengrass,Group,asset,own_id,,,yes,standalone resource with its own identifier
greengrass.logger_definition,greengrass,LoggerDefinition,asset,own_id,,,yes,standalone resource with its own identifier
greengrass.resource_definition,greengrass,ResourceDefinition,asset,own_id,,,yes,standalone resource with its own identifier
greengrass.subscription_definition,greengrass,SubscriptionDefinition,asset,own_id,,,yes,standalone resource with its own identifier
greengrassv2.deployment,greengrassv2,Deployment,asset,own_id,,,yes,standalone resource with its own identifier
groundstation.config,groundstation,Config,asset,own_id,,,yes,standalone resource with its own identifier
groundstation.dataflow_endpoint_group,groundstation,DataflowEndpointGroup,asset,own_id,,,yes,standalone resource with its own identifier
groundstation.ground_station,groundstation,ground_station,asset,own_id,,,yes,standalone resource with its own identifier
groundstation.mission_profile,groundstation,MissionProfile,asset,own_id,,,yes,standalone resource with its own identifier
health.affected_entities_for_organization,health,affected_entities_for_organization,asset,own_id,,,yes,standalone resource with its own identifier
health.affected_entity,health,affected_entity,asset,own_id,,,yes,root call needing a selector value for filter
health.events_for_organization,health,events_for_organization,asset,own_id,,,yes,standalone resource with its own identifier
health.health_event,health,health-event,asset,own_id,,,yes,standalone resource with its own identifier
healthlake.fhir_datastore,healthlake,FHIRDatastore,asset,own_id,,,yes,standalone resource with its own identifier
iam.access_key,iam,AccessKey,asset,own_id,,,yes,standalone resource with its own identifier
iam.account_authorization_detail,iam,account_authorization_detail,asset,own_id,,,yes,standalone resource with its own identifier
iam.delegation_request,iam,delegation_request,asset,own_id,,,yes,standalone resource with its own identifier
iam.group,iam,Group,asset,own_id,,,yes,standalone resource with its own identifier
iam.iam_certificate,iam,iam-certificate,asset,own_id,,,yes,standalone resource with its own identifier
iam.iam_oidc_provider,iam,iam-oidc-provider,asset,own_id,,,yes,standalone resource with its own identifier
iam.instance_profile,iam,InstanceProfile,asset,own_id,,,yes,standalone resource with its own identifier
iam.policy,iam,Policy,asset,own_id,,,yes,standalone resource with its own identifier
iam.role,iam,Role,asset,own_id,,,yes,standalone resource with its own identifier
iam.saml_provider,iam,SAMLProvider,asset,own_id,,,yes,standalone resource with its own identifier
iam.user,iam,User,asset,own_id,,,yes,standalone resource with its own identifier
iam.virtual_mfa_device,iam,VirtualMFADevice,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.component,imagebuilder,Component,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.container_recipe,imagebuilder,ContainerRecipe,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.distribution_configuration,imagebuilder,DistributionConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.image,imagebuilder,Image,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.image_pipeline,imagebuilder,ImagePipeline,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.image_recipe,imagebuilder,ImageRecipe,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.infrastructure_configuration,imagebuilder,InfrastructureConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.lifecycle_policy,imagebuilder,LifecyclePolicy,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.waiting_workflow_step,imagebuilder,waiting_workflow_step,asset,own_id,,,yes,standalone resource with its own identifier
imagebuilder.workflow,imagebuilder,Workflow,asset,own_id,,,yes,standalone resource with its own identifier
importexport.job,importexport,job,asset,own_id,,,yes,standalone resource with its own identifier
inspector.assessment_target,inspector,AssessmentTarget,asset,own_id,,,yes,standalone resource with its own identifier
inspector2.code_security_integration,inspector2,code_security_integration,asset,own_id,,,yes,standalone resource with its own identifier
inspector2.filter,inspector2,filter,asset,own_id,,,yes,standalone resource with its own identifier
inspector2.inspector2_finding,inspector2,inspector2-finding,asset,own_id,,,yes,standalone resource with its own identifier
internetmonitor.monitor,internetmonitor,Monitor,asset,own_id,,,yes,standalone resource with its own identifier
invoicing.invoice_unit,invoicing,InvoiceUnit,asset,own_id,,,yes,standalone resource with its own identifier
invoicing.procurement_portal_preference,invoicing,procurement_portal_preference,asset,own_id,,,yes,standalone resource with its own identifier
iot.authorizer,iot,Authorizer,asset,own_id,,,yes,standalone resource with its own identifier
iot.billing_group,iot,BillingGroup,asset,own_id,,,yes,standalone resource with its own identifier
iot.ca_certificate,iot,CACertificate,asset,own_id,,,yes,standalone resource with its own identifier
iot.certificate,iot,Certificate,asset,own_id,,,yes,standalone resource with its own identifier
iot.certificate_provider,iot,CertificateProvider,asset,own_id,,,yes,standalone resource with its own identifier
iot.command,iot,Command,asset,own_id,,,yes,standalone resource with its own identifier
iot.custom_metric,iot,CustomMetric,asset,own_id,,,yes,standalone resource with its own identifier
iot.dimension,iot,Dimension,asset,own_id,,,yes,standalone resource with its own identifier
iot.domain_configuration,iot,DomainConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
iot.encryption_configuration,iot,EncryptionConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
iot.fleet_metric,iot,FleetMetric,asset,own_id,,,yes,standalone resource with its own identifier
iot.job_template,iot,JobTemplate,asset,own_id,,,yes,standalone resource with its own identifier
iot.mitigation_action,iot,MitigationAction,asset,own_id,,,yes,standalone resource with its own identifier
iot.policy,iot,Policy,asset,own_id,,,yes,standalone resource with its own identifier
iot.provisioning_template,iot,ProvisioningTemplate,asset,own_id,,,yes,standalone resource with its own identifier
iot.scheduled_audit,iot,ScheduledAudit,asset,own_id,,,yes,standalone resource with its own identifier
iot.security_profile,iot,SecurityProfile,asset,own_id,,,yes,standalone resource with its own identifier
iot.thing,iot,Thing,asset,own_id,,,yes,standalone resource with its own identifier
iot.thing_group,iot,ThingGroup,asset,own_id,,,yes,standalone resource with its own identifier
iot.thing_type,iot,ThingType,asset,own_id,,,yes,standalone resource with its own identifier
iot.topic_rule,iot,TopicRule,asset,own_id,,,yes,standalone resource with its own identifier
iot.topic_rule_destination,iot,TopicRuleDestination,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.account_association,iot-managed-integrations,account_association,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.cloud_connector,iot-managed-integrations,cloud_connector,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.connector_destination,iot-managed-integrations,connector_destination,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.credential_locker,iot-managed-integrations,credential_locker,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.destination,iot-managed-integrations,destination,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.device_discovery,iot-managed-integrations,device_discovery,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.event_log_configuration,iot-managed-integrations,event_log_configuration,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.managed_thing,iot-managed-integrations,managed_thing,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.ota_task_configuration,iot-managed-integrations,ota_task_configuration,asset,own_id,,,yes,standalone resource with its own identifier
iot-managed-integrations.provisioning_profile,iot-managed-integrations,provisioning_profile,asset,own_id,,,yes,standalone resource with its own identifier
iotanalytics.channel,iotanalytics,Channel,asset,own_id,,,yes,standalone resource with its own identifier
iotanalytics.dataset,iotanalytics,Dataset,asset,own_id,,,yes,standalone resource with its own identifier
iotanalytics.datastore,iotanalytics,Datastore,asset,own_id,,,yes,standalone resource with its own identifier
iotanalytics.pipeline,iotanalytics,Pipeline,asset,own_id,,,yes,standalone resource with its own identifier
iotevents.alarm_model,iotevents,AlarmModel,asset,own_id,,,yes,standalone resource with its own identifier
iotevents.detector_model,iotevents,DetectorModel,asset,own_id,,,yes,standalone resource with its own identifier
iotevents.input,iotevents,Input,asset,own_id,,,yes,standalone resource with its own identifier
iotfleetwise.campaign,iotfleetwise,Campaign,asset,own_id,,,yes,standalone resource with its own identifier
iotfleetwise.decoder_manifest,iotfleetwise,DecoderManifest,asset,own_id,,,yes,standalone resource with its own identifier
iotfleetwise.fleet,iotfleetwise,Fleet,asset,own_id,,,yes,standalone resource with its own identifier
iotfleetwise.model_manifest,iotfleetwise,ModelManifest,asset,own_id,,,yes,standalone resource with its own identifier
iotfleetwise.signal_catalog,iotfleetwise,SignalCatalog,asset,own_id,,,yes,standalone resource with its own identifier
iotfleetwise.state_template,iotfleetwise,StateTemplate,asset,own_id,,,yes,standalone resource with its own identifier
iotfleetwise.vehicle,iotfleetwise,Vehicle,asset,own_id,,,yes,standalone resource with its own identifier
iotsitewise.access_policy,iotsitewise,AccessPolicy,asset,own_id,,,yes,standalone resource with its own identifier
iotsitewise.asset,iotsitewise,Asset,asset,own_id,,,yes,standalone resource with its own identifier
iotsitewise.asset_model,iotsitewise,AssetModel,asset,own_id,,,yes,standalone resource with its own identifier
iotsitewise.computation_model,iotsitewise,ComputationModel,asset,own_id,,,yes,standalone resource with its own identifier
iotsitewise.dataset,iotsitewise,Dataset,asset,own_id,,,yes,standalone resource with its own identifier
iotsitewise.gateway,iotsitewise,Gateway,asset,own_id,,,yes,standalone resource with its own identifier
iotsitewise.interface_relationship,iotsitewise,interface_relationship,asset,own_id,,,yes,standalone resource with its own identifier
iotsitewise.portal,iotsitewise,Portal,asset,own_id,,,yes,standalone resource with its own identifier
iottwinmaker.workspace,iottwinmaker,Workspace,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.destination,iotwireless,Destination,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.device_profile,iotwireless,DeviceProfile,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.event_configuration,iotwireless,event_configuration,asset,own_id,,,yes,root call needing a selector value for ResourceType
iotwireless.fuota_task,iotwireless,FuotaTask,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.metric,iotwireless,metric,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.multicast_group,iotwireless,MulticastGroup,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.network_analyzer_configuration,iotwireless,NetworkAnalyzerConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.partner_account,iotwireless,PartnerAccount,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.service_profile,iotwireless,ServiceProfile,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.task_definition,iotwireless,TaskDefinition,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.wireless_device,iotwireless,WirelessDevice,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.wireless_device_import_task,iotwireless,WirelessDeviceImportTask,asset,own_id,,,yes,standalone resource with its own identifier
iotwireless.wireless_gateway,iotwireless,WirelessGateway,asset,own_id,,,yes,standalone resource with its own identifier
ivs.channel,ivs,Channel,asset,own_id,,,yes,standalone resource with its own identifier
ivs.playback_key_pair,ivs,PlaybackKeyPair,asset,own_id,,,yes,standalone resource with its own identifier
ivs.playback_restriction_policy,ivs,PlaybackRestrictionPolicy,asset,own_id,,,yes,standalone resource with its own identifier
ivs.recording_configuration,ivs,RecordingConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
ivs-realtime.ingest_configuration,ivs-realtime,ingest_configuration,asset,own_id,,,yes,standalone resource with its own identifier
ivs-realtime.public_key,ivs-realtime,public_key,asset,own_id,,,yes,standalone resource with its own identifier
ivschat.logging_configuration,ivschat,LoggingConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
ivschat.room,ivschat,Room,asset,own_id,,,yes,standalone resource with its own identifier
kafka.cluster,kafka,Cluster,asset,own_id,,,yes,standalone resource with its own identifier
kafka.configuration,kafka,Configuration,asset,own_id,,,yes,standalone resource with its own identifier
kafka.replicator,kafka,Replicator,asset,own_id,,,yes,standalone resource with its own identifier
kafka.topic,kafka,Topic,asset,own_id,,,yes,standalone resource with its own identifier
kafka.vpc_connection,kafka,VpcConnection,asset,own_id,,,yes,standalone resource with its own identifier
kafkaconnect.connector,kafkaconnect,Connector,asset,own_id,,,yes,standalone resource with its own identifier
kafkaconnect.connector_operation,kafkaconnect,connector_operation,asset,own_id,,,yes,standalone resource with its own identifier
kafkaconnect.custom_plugin,kafkaconnect,CustomPlugin,asset,own_id,,,yes,standalone resource with its own identifier
kafkaconnect.worker_configuration,kafkaconnect,WorkerConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
kendra.indice,kendra,indice,asset,own_id,,,yes,standalone resource with its own identifier
kinesisanalytics.application,kinesisanalytics,Application,asset,own_id,,,yes,standalone resource with its own identifier
kinesisanalyticsv2.application,kinesisanalyticsv2,Application,asset,own_id,,,yes,standalone resource with its own identifier
kinesisfirehose.delivery_stream,kinesisfirehose,delivery_stream,asset,own_id,,,yes,standalone resource with its own identifier
kinesisvideo.mapped_resource_configuration,kinesisvideo,mapped_resource_configuration,asset,own_id,,,yes,standalone resource with its own identifier
kinesisvideo.signaling_channel,kinesisvideo,SignalingChannel,asset,own_id,,,yes,standalone resource with its own identifier
kinesisvideo.stream,kinesisvideo,Stream,asset,own_id,,,yes,standalone resource with its own identifier
kinesisvideostreams.mapped_resource_configuration,kinesisvideostreams,mapped_resource_configuration,asset,own_id,,,yes,standalone resource with its own identifier
kinesisvideostreams.stream,kinesisvideostreams,stream,asset,own_id,,,yes,standalone resource with its own identifier
kms.alias,kms,Alias,asset,own_id,,,yes,standalone resource with its own identifier
kms.key,kms,Key,asset,own_id,,,yes,standalone resource with its own identifier
lakeformation.data_cells_filter,lakeformation,DataCellsFilter,asset,own_id,,,yes,standalone resource with its own identifier
lakeformation.resource,lakeformation,Resource,asset,own_id,,,yes,standalone resource with its own identifier
lambda.code_signing_config,lambda,CodeSigningConfig,asset,own_id,,,yes,standalone resource with its own identifier
lambda.event_source_mapping,lambda,EventSourceMapping,asset,own_id,,,yes,standalone resource with its own identifier
lambda.function,lambda,Function,asset,own_id,,,yes,standalone resource with its own identifier
lambda.layer_version,lambda,LayerVersion,asset,own_id,,,yes,standalone resource with its own identifier
lex-models.bot,lex-models,Bot,asset,own_id,,,yes,standalone resource with its own identifier
lex-models.intent,lex-models,intent,asset,own_id,,,yes,standalone resource with its own identifier
lex-models.migration,lex-models,migration,asset,own_id,,,yes,standalone resource with its own identifier
lex-models.slot_type,lex-models,slot_type,asset,own_id,,,yes,standalone resource with its own identifier
lexv2-models.bot,lexv2-models,bot,asset,own_id,,,yes,standalone resource with its own identifier
lexv2-models.export,lexv2-models,export,asset,own_id,,,yes,standalone resource with its own identifier
lexv2-models.import,lexv2-models,import,asset,own_id,,,yes,standalone resource with its own identifier
lexv2-models.test_execution,lexv2-models,test_execution,asset,own_id,,,yes,standalone resource with its own identifier
lexv2-models.test_set,lexv2-models,test_set,asset,own_id,,,yes,standalone resource with its own identifier
license-manager.license_asset_group,license-manager,license_asset_group,asset,own_id,,,yes,standalone resource with its own identifier
license-manager.license_asset_ruleset,license-manager,license_asset_ruleset,asset,own_id,,,yes,standalone resource with its own identifier
license-manager.license_configurations_for_organization,license-manager,license_configurations_for_organization,asset,own_id,,,yes,standalone resource with its own identifier
license-manager.token,license-manager,token,asset,own_id,,,yes,standalone resource with its own identifier
license-manager-linux-subscriptions.linux_subscription,license-manager-linux-subscriptions,linux_subscription,asset,own_id,,,yes,standalone resource with its own identifier
license-manager-user-subscriptions.identity_provider,license-manager-user-subscriptions,identity_provider,asset,own_id,,,yes,standalone resource with its own identifier
license-manager-user-subscriptions.instance,license-manager-user-subscriptions,instance,asset,own_id,,,yes,standalone resource with its own identifier
license-manager-user-subscriptions.license_server_endpoint,license-manager-user-subscriptions,license_server_endpoint,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.alarm,lightsail,Alarm,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.bucket,lightsail,Bucket,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.certificate,lightsail,Certificate,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.cloud_formation_stack_record,lightsail,cloud_formation_stack_record,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.contact_method,lightsail,contact_method,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.container_service,lightsail,container_service,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.disk,lightsail,Disk,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.disk_snapshot,lightsail,DiskSnapshot,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.distribution,lightsail,Distribution,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.domain,lightsail,Domain,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.export_snapshot_record,lightsail,export_snapshot_record,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.instance,lightsail,Instance,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.instance_snapshot,lightsail,InstanceSnapshot,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.key_pair,lightsail,key_pair,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.lightsail_db,lightsail,lightsail-db,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.load_balancer,lightsail,LoadBalancer,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.relational_database_snapshot,lightsail,relational_database_snapshot,asset,own_id,,,yes,standalone resource with its own identifier
lightsail.static_ip,lightsail,StaticIp,asset,own_id,,,yes,standalone resource with its own identifier
location.geofence_collection,location,GeofenceCollection,asset,own_id,,,yes,standalone resource with its own identifier
location.map,location,Map,asset,own_id,,,yes,standalone resource with its own identifier
location.place_index,location,PlaceIndex,asset,own_id,,,yes,standalone resource with its own identifier
location.route_calculator,location,RouteCalculator,asset,own_id,,,yes,standalone resource with its own identifier
location.tracker,location,Tracker,asset,own_id,,,yes,standalone resource with its own identifier
logs.delivery,logs,Delivery,asset,own_id,,,yes,standalone resource with its own identifier
logs.delivery_destination,logs,DeliveryDestination,asset,own_id,,,yes,standalone resource with its own identifier
logs.delivery_source,logs,DeliverySource,asset,own_id,,,yes,standalone resource with its own identifier
logs.destination,logs,Destination,asset,own_id,,,yes,standalone resource with its own identifier
logs.field_index,logs,field_index,asset,own_id,,,yes,standalone resource with its own identifier
logs.integration,logs,Integration,asset,own_id,,,yes,standalone resource with its own identifier
logs.log_anomaly_detector,logs,LogAnomalyDetector,asset,own_id,,,yes,standalone resource with its own identifier
logs.log_group,logs,LogGroup,asset,own_id,,,yes,standalone resource with its own identifier
logs.log_group_field,logs,log_group_field,asset,own_id,,,yes,standalone resource with its own identifier
logs.metric_filter,logs,MetricFilter,asset,own_id,,,yes,standalone resource with its own identifier
logs.query,logs,query,asset,own_id,,,yes,standalone resource with its own identifier
logs.query_definition,logs,QueryDefinition,asset,own_id,,,yes,standalone resource with its own identifier
logs.resource_policy,logs,ResourcePolicy,asset,own_id,,,yes,standalone resource with its own identifier
logs.scheduled_query,logs,ScheduledQuery,asset,own_id,,,yes,standalone resource with its own identifier
logs.transformer,logs,Transformer,asset,own_id,,,yes,standalone resource with its own identifier
lookoutequipment.inference_scheduler,lookoutequipment,InferenceScheduler,asset,own_id,,,yes,standalone resource with its own identifier
lookoutvision.project,lookoutvision,Project,asset,own_id,,,yes,standalone resource with its own identifier
m2.application,m2,Application,asset,own_id,,,yes,standalone resource with its own identifier
m2.environment,m2,Environment,asset,own_id,,,yes,standalone resource with its own identifier
machinelearning.batch_prediction,machinelearning,batch_prediction,asset,own_id,,,yes,standalone resource with its own identifier
machinelearning.data_source,machinelearning,data_source,asset,own_id,,,yes,standalone resource with its own identifier
machinelearning.evaluation,machinelearning,evaluation,asset,own_id,,,yes,standalone resource with its own identifier
machinelearning.ml_model,machinelearning,ml-model,asset,own_id,,,yes,standalone resource with its own identifier
macie.allow_list,macie,AllowList,asset,own_id,,,yes,standalone resource with its own identifier
macie.bucket,macie,bucket,asset,own_id,,,yes,standalone resource with its own identifier
macie.classification_job,macie,classification_job,asset,own_id,,,yes,standalone resource with its own identifier
macie.findings_filter,macie,FindingsFilter,asset,own_id,,,yes,standalone resource with its own identifier
macie2.bucket,macie2,bucket,asset,own_id,,,yes,standalone resource with its own identifier
macie2.invitation,macie2,invitation,asset,own_id,,,yes,standalone resource with its own identifier
macie2.managed_data_identifier,macie2,managed_data_identifier,asset,own_id,,,yes,standalone resource with its own identifier
mailmanager.addon_instance,mailmanager,addon_instance,asset,own_id,,,yes,standalone resource with its own identifier
mailmanager.addon_subscription,mailmanager,addon_subscription,asset,own_id,,,yes,standalone resource with its own identifier
mailmanager.address_list,mailmanager,address_list,asset,own_id,,,yes,standalone resource with its own identifier
mailmanager.address_list_import_job,mailmanager,address_list_import_job,asset,own_id,,,yes,standalone resource with its own identifier
mailmanager.archive,mailmanager,archive,asset,own_id,,,yes,standalone resource with its own identifier
mailmanager.ingress_point,mailmanager,ingress_point,asset,own_id,,,yes,standalone resource with its own identifier
mailmanager.relay,mailmanager,relay,asset,own_id,,,yes,standalone resource with its own identifier
mailmanager.rule_set,mailmanager,rule_set,asset,own_id,,,yes,standalone resource with its own identifier
mailmanager.traffic_policy,mailmanager,traffic_policy,asset,own_id,,,yes,standalone resource with its own identifier
managedblockchain.accessor,managedblockchain,Accessor,asset,own_id,,,yes,standalone resource with its own identifier
managedblockchain.invitation,managedblockchain,invitation,asset,own_id,,,yes,standalone resource with its own identifier
mediaconnect.bridge,mediaconnect,Bridge,asset,own_id,,,yes,standalone resource with its own identifier
mediaconnect.entitlement,mediaconnect,entitlement,asset,own_id,,,yes,standalone resource with its own identifier
mediaconnect.flow,mediaconnect,Flow,asset,own_id,,,yes,standalone resource with its own identifier
mediaconnect.gateway,mediaconnect,Gateway,asset,own_id,,,yes,standalone resource with its own identifier
mediaconnect.router_input,mediaconnect,RouterInput,asset,own_id,,,yes,standalone resource with its own identifier
mediaconnect.router_network_interface,mediaconnect,RouterNetworkInterface,asset,own_id,,,yes,standalone resource with its own identifier
mediaconnect.router_output,mediaconnect,RouterOutput,asset,own_id,,,yes,standalone resource with its own identifier
mediaconvert.job_template,mediaconvert,JobTemplate,asset,own_id,,,yes,standalone resource with its own identifier
mediaconvert.preset,mediaconvert,Preset,asset,own_id,,,yes,standalone resource with its own identifier
mediaconvert.queue,mediaconvert,Queue,asset,own_id,,,yes,standalone resource with its own identifier
medialive.alert,medialive,alert,asset,own_id,,,yes,standalone resource with its own identifier
medialive.channel,medialive,Channel,asset,own_id,,,yes,standalone resource with its own identifier
medialive.channel_placement_group,medialive,ChannelPlacementGroup,asset,own_id,,,yes,standalone resource with its own identifier
medialive.cloud_watch_alarm_template,medialive,CloudWatchAlarmTemplate,asset,own_id,,,yes,standalone resource with its own identifier
medialive.cloud_watch_alarm_template_group,medialive,CloudWatchAlarmTemplateGroup,asset,own_id,,,yes,standalone resource with its own identifier
medialive.cluster,medialive,Cluster,asset,own_id,,,yes,standalone resource with its own identifier
medialive.cluster_alert,medialive,cluster_alert,asset,own_id,,,yes,standalone resource with its own identifier
medialive.event_bridge_rule_template,medialive,EventBridgeRuleTemplate,asset,own_id,,,yes,standalone resource with its own identifier
medialive.event_bridge_rule_template_group,medialive,EventBridgeRuleTemplateGroup,asset,own_id,,,yes,standalone resource with its own identifier
medialive.input,medialive,Input,asset,own_id,,,yes,standalone resource with its own identifier
medialive.input_security_group,medialive,InputSecurityGroup,asset,own_id,,,yes,standalone resource with its own identifier
medialive.multiplex,medialive,Multiplex,asset,own_id,,,yes,standalone resource with its own identifier
medialive.multiplex_alert,medialive,multiplex_alert,asset,own_id,,,yes,standalone resource with its own identifier
medialive.network,medialive,Network,asset,own_id,,,yes,standalone resource with its own identifier
medialive.node,medialive,Node,asset,own_id,,,yes,standalone resource with its own identifier
medialive.sdi_source,medialive,SdiSource,asset,own_id,,,yes,standalone resource with its own identifier
medialive.signal_map,medialive,SignalMap,asset,own_id,,,yes,standalone resource with its own identifier
mediapackage.channel,mediapackage,Channel,asset,own_id,,,yes,standalone resource with its own identifier
mediapackage.origin_endpoint,mediapackage,OriginEndpoint,asset,own_id,,,yes,standalone resource with its own identifier
mediapackagev2.channel_group,mediapackagev2,ChannelGroup,asset,own_id,,,yes,standalone resource with its own identifier
mediapackagev2.harvest_job,mediapackagev2,harvest_job,asset,own_id,,,yes,standalone resource with its own identifier
mediastore.container,mediastore,Container,asset,own_id,,,yes,standalone resource with its own identifier
mediastore-data.item,mediastore-data,item,asset,own_id,,,yes,standalone resource with its own identifier
mediatailor.channel,mediatailor,Channel,asset,own_id,,,yes,standalone resource with its own identifier
mediatailor.playback_configuration,mediatailor,PlaybackConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
mediatailor.source_location,mediatailor,SourceLocation,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.acl,memorydb,ACL,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.cluster,memorydb,Cluster,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.multi_region_cluster,memorydb,MultiRegionCluster,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.multi_region_parameter,memorydb,multi_region_parameter,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.multi_region_parameter_group,memorydb,multi_region_parameter_group,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.parameter_group,memorydb,ParameterGroup,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.reserved_node,memorydb,reserved_node,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.service_update,memorydb,service_update,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.snapshot,memorydb,snapshot,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.subnet_group,memorydb,SubnetGroup,asset,own_id,,,yes,standalone resource with its own identifier
memorydb.user,memorydb,User,asset,own_id,,,yes,standalone resource with its own identifier
mgh.progress_update_stream,mgh,progress_update_stream,asset,own_id,,,yes,standalone resource with its own identifier
mgh.source_resource,mgh,source_resource,asset,own_id,,,yes,standalone resource with its own identifier
mgn.application,mgn,application,asset,own_id,,,yes,standalone resource with its own identifier
mgn.connector,mgn,connector,asset,own_id,,,yes,standalone resource with its own identifier
mgn.export,mgn,export,asset,own_id,,,yes,standalone resource with its own identifier
mgn.import,mgn,import,asset,own_id,,,yes,standalone resource with its own identifier
mgn.job,mgn,job,asset,own_id,,,yes,standalone resource with its own identifier
mgn.launch_configuration_template,mgn,launch_configuration_template,asset,own_id,,,yes,standalone resource with its own identifier
mgn.replication_configuration_template,mgn,replication_configuration_template,asset,own_id,,,yes,standalone resource with its own identifier
mgn.source_server,mgn,source_server,asset,own_id,,,yes,standalone resource with its own identifier
