source_key,source_c7n,source_service,source_path,path_kind,target_key,target_c7n,edge_type,source,confidence,resolution,operation,evidence,corroborated_by,runnable,verdict,observed_sources,observed_hits,hit_rate,resolved_targets,dangling_targets,condition_violations,verdict_detail,verified_at
kafka.cluster_operation_v2,,kafka,ClusterOperationInfo.Provisioned.TargetClusterInfo.ConfigurationInfo.Arn,dotted,kafka.configuration,,references,doc,medium,service-exact,describe_cluster_operation_v2,kafka.DescribeClusterOperationV2,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kafka.cluster_operation_v2,,kafka,ClusterOperationInfo.Provisioned.SourceClusterInfo.BrokerEBSVolumeInfo[].KafkaBrokerNodeId,list_dict,mq.broker,message-broker,references,doc,medium,global-exact,describe_cluster_operation_v2,kafka.DescribeClusterOperationV2,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kafka.cluster_operation_v2,,kafka,ClusterOperationInfo.Provisioned.TargetClusterInfo.BrokerEBSVolumeInfo[].KafkaBrokerNodeId,list_dict,mq.broker,message-broker,references,doc,medium,global-exact,describe_cluster_operation_v2,kafka.DescribeClusterOperationV2,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kafka.cluster_operations_v2,,kafka,ClusterArn,scalar,kafka.cluster,kafka,references,doc,medium,service-exact,list_cluster_operations_v2,kafka.ListClusterOperationsV2,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kafka.cluster_operations_v2,,kafka,OperationArn,scalar,kafka.cluster_operation,,references,doc,medium,service-exact,list_cluster_operations_v2,kafka.ListClusterOperationsV2,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kafka.cluster_v2,,kafka,ClusterInfo.ClusterName,dotted,kafka.cluster,kafka,references,doc,medium,service-exact,describe_cluster_v2,kafka.DescribeClusterV2,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kafka.node,,kafka,BrokerNodeInfo.BrokerId,dotted,kafka.bootstrap_broker,,references,doc,medium,service-partial,list_nodes,kafka.ListNodes,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kafka.vpc_connection,,kafka,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_vpc_connection,kafka.DescribeVpcConnection,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.data_source,,kendra,Configuration.SalesforceConfiguration.KnowledgeArticleConfiguration.CustomKnowledgeArticleTypeConfigurations[].Name,list_dict,kendra.access_control_configuration,,references,doc,medium,service-partial,describe_data_source,kendra.DescribeDataSource,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.data_source,,kendra,IndexId,scalar,kendra.index,,references,doc,medium,service-exact,describe_data_source,kendra.DescribeDataSource,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.data_source,,kendra,Configuration.S3Configuration.BucketName,dotted,s3.bucket,s3,references,doc,medium,well-known,describe_data_source,kendra.DescribeDataSource,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.data_source,,kendra,Configuration.SalesforceConfiguration.StandardObjectConfigurations[].Name,list_dict,securityhub.standard,,references,doc,medium,global-exact,describe_data_source,kendra.DescribeDataSource,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.experience,,kendra,DisplayData.GroupName,dotted,kendra.groups_older_than_ordering_id,,references,doc,medium,service-partial,list_experience_entities,kendra.ListExperienceEntities,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.experience,,kendra,IndexId,scalar,kendra.index,,references,doc,medium,service-exact,describe_experience,kendra.DescribeExperience,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.faq,,kendra,IndexId,scalar,kendra.index,,references,doc,medium,service-exact,describe_faq,kendra.DescribeFaq,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.index,,kendra,ServerSideEncryptionConfiguration.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_index,kendra.DescribeIndex,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.indice,,kendra,Id,scalar,kendra.index,,references,doc,medium,service-exact,list_indices,kendra.ListIndices,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.indice,,kendra,Name,scalar,kendra.index,,references,doc,medium,service-exact,list_indices,kendra.ListIndices,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kendra.query_suggestions_block_list,,kendra,IndexId,scalar,kendra.index,,references,doc,medium,service-exact,describe_query_suggestions_block_list,kendra.DescribeQuerySuggestionsBlockList,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesis.stream,kinesis,kinesis,KeyId,scalar,kms.key,kms-key,encrypted-by,c7n,high,curated,describe_stream,aws.kinesis.filters.kms-key,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesis.stream,kinesis,kinesis,definitions.StreamEncryptionKeyId.anyOf[0],dotted,kms.key,kms-key,encrypted-by,cfn,high,curated,describe_stream,AWS::Kinesis::Stream/definitions/StreamEncryption/properties/KeyId/anyOf[0],,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesis.stream,kinesis,kinesis,definitions.StreamEncryptionKeyId.anyOf[1],dotted,kms.key,kms-key,encrypted-by,cfn,high,curated,describe_stream,AWS::Kinesis::Stream/definitions/StreamEncryption/properties/KeyId/anyOf[1],,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesis.stream_summary,,kinesis,StreamDescriptionSummary.StreamName,dotted,kinesis.stream,kinesis,references,doc,medium,service-exact,describe_stream_summary,kinesis.DescribeStreamSummary,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisanalytics.application,kinesis-analytics,kinesisanalytics,ApplicationDetail.ReferenceDataSourceDescriptions[].ReferenceId,list_dict,kinesisanalytics.application_reference_data_source,,references,doc,medium,service-partial,describe_application,kinesisanalytics.DescribeApplication,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisanalyticsv2.application,kinesis-analyticsv2,kinesisanalyticsv2,ApplicationConfigurationDescription.VpcConfigurationDescriptions[].SubnetIds[],list_nested,ec2.subnet,subnet,contained-in,c7n,high,curated,list_applications,aws.kinesis-analyticsv2.filters.subnet,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisanalyticsv2.application,kinesis-analyticsv2,kinesisanalyticsv2,ApplicationDetail.ApplicationConfigurationDescription.VpcConfigurationDescriptions[].VpcConfigurationId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,well-known,describe_application,kinesisanalyticsv2.DescribeApplication,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisanalyticsv2.application,kinesis-analyticsv2,kinesisanalyticsv2,ApplicationDetail.ApplicationConfigurationDescription.VpcConfigurationDescriptions[].VpcId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_application,kinesisanalyticsv2.DescribeApplication,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisanalyticsv2.application,kinesis-analyticsv2,kinesisanalyticsv2,ApplicationDetail.ApplicationConfigurationDescription.SqlApplicationConfigurationDescription.ReferenceDataSourceDescriptions[].ReferenceId,list_dict,kinesisanalyticsv2.application_reference_data_source,,references,doc,medium,service-partial,describe_application,kinesisanalyticsv2.DescribeApplication,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisanalyticsv2.application_version,,kinesisanalyticsv2,ApplicationVersionDetail.ApplicationConfigurationDescription.VpcConfigurationDescriptions[].VpcConfigurationId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,well-known,describe_application_version,kinesisanalyticsv2.DescribeApplicationVersion,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisanalyticsv2.application_version,,kinesisanalyticsv2,ApplicationVersionDetail.ApplicationConfigurationDescription.VpcConfigurationDescriptions[].VpcId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_application_version,kinesisanalyticsv2.DescribeApplicationVersion,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisanalyticsv2.application_version,,kinesisanalyticsv2,ApplicationVersionDetail.ApplicationName,dotted,kinesisanalyticsv2.application,kinesis-analyticsv2,references,doc,medium,service-exact,describe_application_version,kinesisanalyticsv2.DescribeApplicationVersion,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisanalyticsv2.application_version,,kinesisanalyticsv2,ApplicationVersionDetail.ApplicationConfigurationDescription.SqlApplicationConfigurationDescription.ReferenceDataSourceDescriptions[].ReferenceId,list_dict,kinesisanalyticsv2.application_reference_data_source,,references,doc,medium,service-partial,describe_application_version,kinesisanalyticsv2.DescribeApplicationVersion,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisvideo.edge_agent_configuration,,kinesisvideo,EdgeConfig.HubDeviceArn,dotted,kinesisvideo.stream,,references,doc,medium,service-exact,list_edge_agent_configurations,kinesisvideo.ListEdgeAgentConfigurations,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisvideo.edge_agent_configuration,,kinesisvideo,StreamName,scalar,kinesisvideo.stream,,references,doc,medium,service-exact,list_edge_agent_configurations,kinesisvideo.ListEdgeAgentConfigurations,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisvideo.edge_configuration,,kinesisvideo,EdgeConfig.HubDeviceArn,dotted,kinesisvideo.stream,,references,doc,medium,service-exact,describe_edge_configuration,kinesisvideo.DescribeEdgeConfiguration,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisvideo.stream,,kinesisvideo,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,list_streams,kinesisvideo.ListStreams,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kinesisvideo.stream,,kinesisvideo,StreamInfo.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_stream,kinesisvideo.DescribeStream,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
kms.alias,kms,kms,TargetKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,curated,list_aliases,kms.ListAliases: 'KMS key associated with the alias',,yes,partial,21,11,0.52,11,0,0,"11/21 resources populated the path; 11 target(s) resolved, 0 dangled",2026-08-16T15:50:20+00:00
kms.grant,,kms,KeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,well-known,list_grants,kms.ListGrants,,yes,confirmed,16,16,1.00,16,0,0,all 16 resource(s) populated the path and 16 target(s) resolved,2026-08-16T15:50:20+00:00
lakeformation.data_cells_filter,,lakeformation,DataCellsFilter.TableCatalogId,dotted,glue.catalog,,references,doc,medium,global-exact,get_data_cells_filter,lakeformation.GetDataCellsFilter,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.data_cells_filter,,lakeformation,TableCatalogId,scalar,glue.catalog,,references,doc,medium,global-exact,list_data_cells_filter,lakeformation.ListDataCellsFilter,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.lake_formation_identity_center_configuration,,lakeformation,CatalogId,scalar,athena.data_catalog,,references,doc,medium,global-exact,describe_lake_formation_identity_center_configuration,lakeformation.DescribeLakeFormationIdentityCenterConfiguration,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.Database.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.LFTag.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.LFTagPolicy.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.Table.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.TableWithColumns.CatalogId,dotted,athena.data_catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.DataCellsFilter.TableCatalogId,dotted,glue.catalog,,references,doc,medium,global-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.DataCellsFilter.Name,dotted,lakeformation.data_cells_filter,,references,doc,medium,service-exact,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.Database.Name,dotted,lakeformation.resource,datalake-location,references,doc,medium,service-partial,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.TableWithColumns.DatabaseName,dotted,lakeformation.resource,datalake-location,references,doc,medium,service-partial,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.permissions,,lakeformation,Resource.TableWithColumns.Name,dotted,lakeformation.resource,datalake-location,references,doc,medium,service-partial,get_effective_permissions_for_path,lakeformation.GetEffectivePermissionsForPath,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.resource,datalake-location,lakeformation,LFTagOnDatabase[].CatalogId,list_dict,athena.data_catalog,,references,doc,medium,global-exact,get_resource_lf_tags,lakeformation.GetResourceLFTags,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.resource,datalake-location,lakeformation,LFTagsOnColumns[].LFTags[].CatalogId,list_nested,athena.data_catalog,,references,doc,medium,global-exact,get_resource_lf_tags,lakeformation.GetResourceLFTags,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.resource,datalake-location,lakeformation,LFTagsOnTable[].CatalogId,list_dict,athena.data_catalog,,references,doc,medium,global-exact,get_resource_lf_tags,lakeformation.GetResourceLFTags,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lakeformation.tag,,lakeformation,CatalogId,scalar,athena.data_catalog,,references,doc,medium,global-exact,get_lf_tag,lakeformation.GetLFTag,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.event_source_mapping,,lambda,FunctionArn,scalar,lambda.function,lambda,references,doc,medium,service-partial,get_event_source_mapping,lambda.GetEventSourceMapping,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,Configuration.RuntimeVersionConfig.RuntimeVersionArn,dotted,bedrockagentcore.runtime,,references,doc,medium,global-exact,get_function,lambda.GetFunction,,no,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,RuntimeVersionConfig.RuntimeVersionArn,dotted,bedrockagentcore.runtime,,references,doc,medium,global-exact,list_functions,lambda.ListFunctions,,no,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,VpcConfig.SecurityGroupIds[],list_scalar,ec2.security_group,security-group,protected-by,c7n,high,curated,list_functions,aws.lambda.filters.security-group,,yes,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,VpcConfig.SubnetIds[],list_scalar,ec2.subnet,subnet,contained-in,c7n,high,curated,list_functions,aws.lambda.filters.subnet,,yes,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,Configuration.VpcConfig.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,get_function,lambda.GetFunction,,yes,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,VpcConfig.VpcId,dotted,ec2.vpc,vpc,contained-in,c7n,high,curated,list_functions,aws.lambda.filters.vpc,"asff,doc",yes,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,Role,scalar,iam.role,iam-role,assumes,hand,high,curated,list_functions,hand-authored from API response shape,,yes,confirmed,4,4,1.00,4,0,0,all 4 resource(s) populated the path and 4 target(s) resolved,2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,Configuration.KMSKeyArn,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,get_function,lambda.GetFunction,,yes,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,KMSKeyArn,scalar,kms.key,kms-key,encrypted-by,c7n,high,curated,list_functions,aws.lambda.filters.kms-key,doc,yes,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,Configuration.SigningProfileVersionArn,dotted,lambda.version,,references,doc,medium,service-partial,get_function,lambda.GetFunction,,yes,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,SigningProfileVersionArn,scalar,lambda.version,,references,doc,medium,service-partial,list_functions,lambda.ListFunctions,,yes,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,Configuration.SigningJobArn,dotted,signer.signing_job,,references,doc,medium,global-exact,get_function,lambda.GetFunction,,no,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function,lambda,lambda,SigningJobArn,scalar,signer.signing_job,,references,doc,medium,global-exact,list_functions,lambda.ListFunctions,,no,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
lambda.function_configuration,,lambda,RuntimeVersionConfig.RuntimeVersionArn,dotted,bedrockagentcore.runtime,,references,doc,medium,global-exact,get_function_configuration,lambda.GetFunctionConfiguration,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.function_configuration,,lambda,VpcConfig.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,get_function_configuration,lambda.GetFunctionConfiguration,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.function_configuration,,lambda,KMSKeyArn,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,get_function_configuration,lambda.GetFunctionConfiguration,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.function_configuration,,lambda,FunctionName,scalar,lambda.function,lambda,references,doc,medium,service-exact,get_function_configuration,lambda.GetFunctionConfiguration,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.function_configuration,,lambda,MasterArn,scalar,lambda.function,lambda,references,doc,medium,service-partial,get_function_configuration,lambda.GetFunctionConfiguration,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.function_configuration,,lambda,SigningProfileVersionArn,scalar,lambda.version,,references,doc,medium,service-partial,get_function_configuration,lambda.GetFunctionConfiguration,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.function_configuration,,lambda,SigningJobArn,scalar,signer.signing_job,,references,doc,medium,global-exact,get_function_configuration,lambda.GetFunctionConfiguration,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.layer_version_policy,,lambda,RevisionId,scalar,lambda.policy,,references,doc,medium,service-partial,get_layer_version_policy,lambda.GetLayerVersionPolicy,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lambda.version,,lambda,RuntimeVersionConfig.RuntimeVersionArn,dotted,bedrockagentcore.runtime,,references,doc,medium,global-exact,list_versions_by_function,lambda.ListVersionsByFunction,,no,absent,10,0,0.00,0,0,0,path never populated across 10 resource(s),2026-08-16T15:50:20+00:00
lambda.version,,lambda,VpcConfig.VpcId,dotted,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,list_versions_by_function,lambda.ListVersionsByFunction,,yes,absent,10,0,0.00,0,0,0,path never populated across 10 resource(s),2026-08-16T15:50:20+00:00
lambda.version,,lambda,KMSKeyArn,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,list_versions_by_function,lambda.ListVersionsByFunction,,yes,absent,10,0,0.00,0,0,0,path never populated across 10 resource(s),2026-08-16T15:50:20+00:00
lambda.version,,lambda,FunctionName,scalar,lambda.function,lambda,references,doc,medium,service-exact,list_versions_by_function,lambda.ListVersionsByFunction,,yes,confirmed,10,10,1.00,10,0,0,all 10 resource(s) populated the path and 10 target(s) resolved,2026-08-16T15:50:20+00:00
lambda.version,,lambda,MasterArn,scalar,lambda.function,lambda,references,doc,medium,service-partial,list_versions_by_function,lambda.ListVersionsByFunction,,yes,absent,10,0,0.00,0,0,0,path never populated across 10 resource(s),2026-08-16T15:50:20+00:00
lambda.version,,lambda,SigningJobArn,scalar,signer.signing_job,,references,doc,medium,global-exact,list_versions_by_function,lambda.ListVersionsByFunction,,no,absent,10,0,0.00,0,0,0,path never populated across 10 resource(s),2026-08-16T15:50:20+00:00
launch-wizard.deployment,,launch-wizard,deployment.workloadName,dotted,launch-wizard.workload,,references,doc,medium,service-exact,get_deployment,launch-wizard.GetDeployment,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
launch-wizard.deployment,,launch-wizard,workloadName,scalar,launch-wizard.workload,,references,doc,medium,service-exact,list_deployments,launch-wizard.ListDeployments,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
launch-wizard.deployment,,launch-wizard,patternName,scalar,launch-wizard.workload_deployment_pattern,,references,doc,medium,service-exact,list_deployments,launch-wizard.ListDeployments,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
launch-wizard.workload_deployment_pattern,,launch-wizard,workloadName,scalar,launch-wizard.workload,,references,doc,medium,service-exact,list_workload_deployment_patterns,launch-wizard.ListWorkloadDeploymentPatterns,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
launch-wizard.workload_deployment_pattern,,launch-wizard,workloadVersionName,scalar,launch-wizard.workload,,references,doc,medium,service-exact,list_workload_deployment_patterns,launch-wizard.ListWorkloadDeploymentPatterns,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lex-models.bot,lex-bot,lex-models,intentName,scalar,lex-models.intent,,references,doc,medium,service-exact,get_bot,lex-models.GetBot,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lex-models.bot_alias,,lex-models,botName,scalar,lex-models.bot,lex-bot,references,doc,medium,service-exact,get_bot_alias,lex-models.GetBotAlias,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lex-models.migration,,lex-models,v1BotName,scalar,lex-models.bot,lex-bot,references,doc,medium,service-partial,get_migration,lex-models.GetMigration,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lex-runtime.session,,lex-runtime,dialogAction.intentName,dotted,lex-models.intent,,references,doc,medium,global-exact,get_session,lex-runtime.GetSession,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lex-runtime.session,,lex-runtime,intentName,scalar,lex-models.intent,,references,doc,medium,global-exact,get_session,lex-runtime.GetSession,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lexv2-models.export,,lexv2-models,resourceSpecification.botExportSpecification.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_export,lexv2-models.DescribeExport,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lexv2-models.export,,lexv2-models,resourceSpecification.botLocaleExportSpecification.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_export,lexv2-models.DescribeExport,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lexv2-models.export,,lexv2-models,resourceSpecification.testSetExportSpecification.testSetId,dotted,lexv2-models.test_set,,references,doc,medium,service-exact,describe_export,lexv2-models.DescribeExport,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lexv2-models.import,,lexv2-models,resourceSpecification.botLocaleImportSpecification.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_import,lexv2-models.DescribeImport,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lexv2-models.import,,lexv2-models,resourceSpecification.customVocabularyImportSpecification.botId,dotted,lexv2-models.bot,,references,doc,medium,service-exact,describe_import,lexv2-models.DescribeImport,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lexv2-models.import,,lexv2-models,resourceSpecification.testSetImportResourceSpecification.testSetName,dotted,lexv2-models.test_set,,references,doc,medium,service-exact,describe_import,lexv2-models.DescribeImport,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
lexv2-models.test_execution,,lexv2-models,testExecutionResults.conversationLevelTestResults.items[].conversationId,list_dict,devicefarm.test,,references,doc,medium,global-exact,list_test_execution_result_items,lexv2-models.ListTestExecutionResultItems,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
