provider,service_group,resource,category,name,schema_path,doc,params_json,permissions
aws,IAM,iam-saml-provider,filter,list-item,aws.iam-saml-provider.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,IAM,iam-saml-provider,filter,not,aws.iam-saml-provider.filters.not,Parent base class for filters and actions.,,
aws,IAM,iam-saml-provider,filter,or,aws.iam-saml-provider.filters.or,Parent base class for filters and actions.,,
aws,IAM,iam-saml-provider,filter,reduce,aws.iam-saml-provider.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,IAM,iam-saml-provider,filter,value,aws.iam-saml-provider.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,IAM,iam-saml-provider,action,webhook,aws.iam-saml-provider.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,IAM,iam-user,filter,access-key,aws.iam-user.filters.access-key,Filter IAM users based on access-key values,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-operator"":[""and"",""or""]},""required"":[""type""]}",iam:ListAccessKeys
aws,IAM,iam-user,filter,and,aws.iam-user.filters.and,Parent base class for filters and actions.,,
aws,IAM,iam-user,filter,check-permissions,aws.iam-user.filters.check-permissions,Check IAM permissions associated with a resource.,"{""properties"":{""match"":""?"",""boundaries"":""boolean"",""match-operator"":[""and"",""or""],""actions"":""array""},""required"":[""actions"",""match""]}",
aws,IAM,iam-user,filter,credential,aws.iam-user.filters.credential,Use IAM Credential report to filter users.,"{""properties"":{""value_type"":""#/definitions/filters_common/value_types"",""key"":""string"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""report_generate"":""boolean"",""report_delay"":""number"",""report_max_age"":""number""},""required"":[""type""]}","iam:GenerateCredentialReport,iam:GetCredentialReport"
aws,IAM,iam-user,filter,event,aws.iam-user.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,IAM,iam-user,filter,group,aws.iam-user.filters.group,Filter IAM users based on attached group values,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",iam:ListGroupsForUser
aws,IAM,iam-user,filter,has-inline-policy,aws.iam-user.filters.has-inline-policy,Filter IAM users that have an inline-policy attached,"{""properties"":{""value"":""boolean""},""required"":[""type""]}",iam:ListUserPolicies
aws,IAM,iam-user,filter,list-item,aws.iam-user.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,IAM,iam-user,filter,login-profile,aws.iam-user.filters.login-profile,Filter IAM users that have an associated login-profile,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",iam:GetLoginProfile
aws,IAM,iam-user,filter,marked-for-op,aws.iam-user.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,IAM,iam-user,filter,mfa-device,aws.iam-user.filters.mfa-device,Filter iam-users based on mfa-device status,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",iam:ListMFADevices
aws,IAM,iam-user,filter,not,aws.iam-user.filters.not,Parent base class for filters and actions.,,
aws,IAM,iam-user,filter,or,aws.iam-user.filters.or,Parent base class for filters and actions.,,
aws,IAM,iam-user,filter,policy,aws.iam-user.filters.policy,Filter IAM users based on attached policy values,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""include-via"":""boolean""},""required"":[""type""]}","iam:ListAttachedUserPolicies,iam:ListGroupsForUser,iam:ListAttachedGroupPolicies"
aws,IAM,iam-user,filter,reduce,aws.iam-user.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,IAM,iam-user,filter,ssh-key,aws.iam-user.filters.ssh-key,Filter IAM users based on uploaded SSH public keys,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",iam:ListSSHPublicKeys
aws,IAM,iam-user,filter,usage,aws.iam-user.filters.usage,Filter iam resources by their api/service usage.,"{""properties"":{""LastAuthenticated"":""?"",""LastAuthenticatedEntity"":""?"",""ServiceName"":""?"",""ServiceNamespace"":""?"",""TotalAuthenticatedEntities"":""?"",""match-operator"":[""all"",""any""],""poll-delay"":""number""},""required"":[""match-operator""]}","iam:GenerateServiceLastAccessedDetails,iam:GetServiceLastAccessedDetails"
aws,IAM,iam-user,filter,value,aws.iam-user.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,IAM,iam-user,action,delete,aws.iam-user.actions.delete,Delete a user or properties of a user.,"{""properties"":{""options"":""array""},""required"":[""type""]}","iam:ListAttachedUserPolicies,iam:ListAccessKeys,iam:ListGroupsForUser,iam:ListMFADevices,iam:ListServiceSpecificCredentials,iam:ListSigningCertificates,iam:ListSSHPublicKeys,iam:DeactivateMFADevice,iam:DeleteAccessKey,iam:DeleteLoginProfile,iam:DeleteSigningCertificate,iam:DeleteSSHPublicKey,iam:DeleteUser,iam:DeleteUserPolicy,iam:DetachUserPolicy,iam:RemoveUserFromGroup"
aws,IAM,iam-user,action,delete-ssh-keys,aws.iam-user.actions.delete-ssh-keys,Delete or disable a user's SSH keys.,"{""properties"":{""matched"":""boolean"",""disable"":""boolean""},""required"":[""type""]}","iam:ListSSHPublicKeys,iam:UpdateSSHPublicKey,iam:DeleteSSHPublicKey"
aws,IAM,iam-user,action,mark-for-op,aws.iam-user.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,IAM,iam-user,action,post-finding,aws.iam-user.actions.post-finding,Report a finding to AWS Security Hub.,"{""properties"":{""title"":""string"",""description"":""string"",""severity"":""number"",""severity_normalized"":""number"",""severity_label"":""string"",""confidence"":""number"",""criticality"":""number"",""region"":""string"",""recommendation"":""string"",""recommendation_url"":""string"",""fields"":""object"",""batch_size"":""integer"",""types"":""array"",""compliance_status"":""string"",""record_state"":""string""},""required"":[""types"",""type""]}",securityhub:BatchImportFindings
aws,IAM,iam-user,action,remove-keys,aws.iam-user.actions.remove-keys,Delete or disable user's access keys.,"{""properties"":{""matched"":""boolean"",""age"":""number"",""disable"":""boolean""},""required"":[""type""]}","iam:ListAccessKeys,iam:UpdateAccessKey,iam:DeleteAccessKey"
aws,IAM,iam-user,action,remove-tag,aws.iam-user.actions.remove-tag,Remove tags from an iam user.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",iam:UntagUser
aws,IAM,iam-user,action,set-boundary,aws.iam-user.actions.set-boundary,Set IAM Permission boundary on an IAM Role or User.,"{""properties"":{""state"":[""present"",""absent""],""policy"":""string""},""required"":[""type""]}",
aws,IAM,iam-user,action,set-groups,aws.iam-user.actions.set-groups,Set a specific IAM user as added/removed from a group,"{""properties"":{""state"":[""add"",""remove""],""group"":""string""},""required"":[""state"",""group"",""type""]}","iam:AddUserToGroup,iam:RemoveUserFromGroup"
aws,IAM,iam-user,action,set-policy,aws.iam-user.actions.set-policy,Set a specific IAM policy as attached or detached on a user.,"{""properties"":{""state"":[""attached"",""detached""],""arn"":""string""},""required"":[""state"",""arn"",""type""]}","iam:AttachUserPolicy,iam:DetachUserPolicy,iam:ListAttachedUserPolicies"
aws,IAM,iam-user,action,tag,aws.iam-user.actions.tag,Tag an iam user.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",iam:TagUser
aws,IAM,iam-user,action,webhook,aws.iam-user.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,IAM,identity-pool,filter,and,aws.identity-pool.filters.and,Parent base class for filters and actions.,,
aws,IAM,identity-pool,filter,event,aws.identity-pool.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,IAM,identity-pool,filter,list-item,aws.identity-pool.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,IAM,identity-pool,filter,marked-for-op,aws.identity-pool.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,IAM,identity-pool,filter,not,aws.identity-pool.filters.not,Parent base class for filters and actions.,,
aws,IAM,identity-pool,filter,or,aws.identity-pool.filters.or,Parent base class for filters and actions.,,
aws,IAM,identity-pool,filter,reduce,aws.identity-pool.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,IAM,identity-pool,filter,value,aws.identity-pool.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,IAM,identity-pool,action,auto-tag-user,aws.identity-pool.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,IAM,identity-pool,action,delete,aws.identity-pool.actions.delete,Action to delete cognito identity pool,"{""properties"":{},""required"":[""type""]}",cognito-identity:DeleteIdentityPool
aws,IAM,identity-pool,action,mark-for-op,aws.identity-pool.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,IAM,identity-pool,action,remove-tag,aws.identity-pool.actions.remove-tag,Removes the specified tags from the specified resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",tag:UntagResources
aws,IAM,identity-pool,action,rename-tag,aws.identity-pool.actions.rename-tag,Rename an existing tag key to a new value.,"{""properties"":{""old_keys"":""array"",""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","tag:TagResources,tag:UntagResources"
aws,IAM,identity-pool,action,tag,aws.identity-pool.actions.tag,Applies one or more tags to the specified resources.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",tag:TagResources
aws,IAM,identity-pool,action,webhook,aws.identity-pool.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Monitoring,insight-rule,filter,and,aws.insight-rule.filters.and,Parent base class for filters and actions.,,
aws,Monitoring,insight-rule,filter,event,aws.insight-rule.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Monitoring,insight-rule,filter,list-item,aws.insight-rule.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Monitoring,insight-rule,filter,marked-for-op,aws.insight-rule.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Monitoring,insight-rule,filter,not,aws.insight-rule.filters.not,Parent base class for filters and actions.,,
aws,Monitoring,insight-rule,filter,or,aws.insight-rule.filters.or,Parent base class for filters and actions.,,
aws,Monitoring,insight-rule,filter,reduce,aws.insight-rule.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Monitoring,insight-rule,filter,value,aws.insight-rule.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Monitoring,insight-rule,action,auto-tag-user,aws.insight-rule.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Monitoring,insight-rule,action,delete,aws.insight-rule.actions.delete,Delete a cloudwatch contributor insight rule,"{""properties"":{},""required"":[""type""]}",cloudwatch:DeleteInsightRules
aws,Monitoring,insight-rule,action,disable,aws.insight-rule.actions.disable,Disable a cloudwatch contributor insight rule.,"{""properties"":{},""required"":[""type""]}",cloudwatch:DisableInsightRules
aws,Monitoring,insight-rule,action,mark-for-op,aws.insight-rule.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Monitoring,insight-rule,action,remove-tag,aws.insight-rule.actions.remove-tag,Removes the specified tags from the specified resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",tag:UntagResources
aws,Monitoring,insight-rule,action,rename-tag,aws.insight-rule.actions.rename-tag,Rename an existing tag key to a new value.,"{""properties"":{""old_keys"":""array"",""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","tag:TagResources,tag:UntagResources"
aws,Monitoring,insight-rule,action,tag,aws.insight-rule.actions.tag,Applies one or more tags to the specified resources.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",tag:TagResources
aws,Monitoring,insight-rule,action,webhook,aws.insight-rule.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Security,inspector2-finding,filter,and,aws.inspector2-finding.filters.and,Parent base class for filters and actions.,,
aws,Security,inspector2-finding,filter,event,aws.inspector2-finding.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Security,inspector2-finding,filter,list-item,aws.inspector2-finding.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Security,inspector2-finding,filter,not,aws.inspector2-finding.filters.not,Parent base class for filters and actions.,,
aws,Security,inspector2-finding,filter,or,aws.inspector2-finding.filters.or,Parent base class for filters and actions.,,
aws,Security,inspector2-finding,filter,reduce,aws.inspector2-finding.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Security,inspector2-finding,filter,value,aws.inspector2-finding.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Security,inspector2-finding,action,webhook,aws.inspector2-finding.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Network,internet-gateway,filter,and,aws.internet-gateway.filters.and,Parent base class for filters and actions.,,
aws,Network,internet-gateway,filter,event,aws.internet-gateway.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Network,internet-gateway,filter,list-item,aws.internet-gateway.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Network,internet-gateway,filter,marked-for-op,aws.internet-gateway.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Network,internet-gateway,filter,not,aws.internet-gateway.filters.not,Parent base class for filters and actions.,,
aws,Network,internet-gateway,filter,or,aws.internet-gateway.filters.or,Parent base class for filters and actions.,,
aws,Network,internet-gateway,filter,reduce,aws.internet-gateway.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Network,internet-gateway,filter,tag-count,aws.internet-gateway.filters.tag-count,Simplify tag counting..,"{""properties"":{""count"":""integer"",""op"":[""eq"",""equal"",""ne"",""not-equal"",""gt"",""greater-than"",""ge"",""gte"",""le"",""lte"",""lt"",""less-than"",""glob"",""regex"",""regex-case"",""in"",""ni"",""not-in"",""contains"",""difference"",""intersect""]},""required"":[""type""]}",
aws,Network,internet-gateway,filter,value,aws.internet-gateway.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Network,internet-gateway,action,auto-tag-user,aws.internet-gateway.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Network,internet-gateway,action,delete,aws.internet-gateway.actions.delete,Action to delete Internet Gateway,"{""properties"":{},""required"":[""type""]}",ec2:DeleteInternetGateway
aws,Network,internet-gateway,action,mark,aws.internet-gateway.actions.mark,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Network,internet-gateway,action,mark-for-op,aws.internet-gateway.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Network,internet-gateway,action,normalize-tag,aws.internet-gateway.actions.normalize-tag,Transform the value of a tag.,"{""properties"":{""key"":""string"",""action"":""string"",""value"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Network,internet-gateway,action,remove-tag,aws.internet-gateway.actions.remove-tag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Network,internet-gateway,action,rename-tag,aws.internet-gateway.actions.rename-tag,Create a new tag with identical value & remove old tag,"{""properties"":{""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","ec2:CreateTags,ec2:DeleteTags"
aws,Network,internet-gateway,action,tag,aws.internet-gateway.actions.tag,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Network,internet-gateway,action,tag-trim,aws.internet-gateway.actions.tag-trim,Automatically remove tags from an ec2 resource.,"{""properties"":{""space"":""integer"",""preserve"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Network,internet-gateway,action,unmark,aws.internet-gateway.actions.unmark,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Network,internet-gateway,action,untag,aws.internet-gateway.actions.untag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Network,internet-gateway,action,webhook,aws.internet-gateway.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Messaging,iot,filter,and,aws.iot.filters.and,Parent base class for filters and actions.,,
aws,Messaging,iot,filter,event,aws.iot.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Messaging,iot,filter,list-item,aws.iot.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Messaging,iot,filter,not,aws.iot.filters.not,Parent base class for filters and actions.,,
aws,Messaging,iot,filter,or,aws.iot.filters.or,Parent base class for filters and actions.,,
aws,Messaging,iot,filter,reduce,aws.iot.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Messaging,iot,filter,value,aws.iot.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Messaging,iot,action,webhook,aws.iot.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Analytics,kafka,filter,and,aws.kafka.filters.and,Parent base class for filters and actions.,,
aws,Analytics,kafka,filter,event,aws.kafka.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Analytics,kafka,filter,kms-key,aws.kafka.filters.kms-key,Filter a kafka cluster's data-volume encryption by its associcated kms key,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""]},""required"":[""type""]}",
